�gnc,Date,Issuer,Symbol,Lead/Joint-Lead _Managers,Offer_Price,Opening_Price,1st Day_Close,1st Day_Chng
843,2015/4/29,"Enviva Partners, LP  ",EVA,Barclays/ Goldman Sachs/ RBC Capital Markets/ Citigroup,20,20,21.5,0.075
844,2015/4/29,Viking Therapeutics ,VKTX,Laidlaw & Company (UK) Ltd.,8,8.61,8.96,0.12
845,2015/4/30,Blueprint Medicines ,BPMC,Goldman Sachs/ Cowen and Company,18,23.4,18.87,0.0483
846,2015/5/1,Arowana ,ARWAU,EarlyBirdCapital,10,10.01,10.02,0.002
847,2015/5/1,"Black Stone Minerals, L.P. ",BSM,Barclays/ BofA Merrill Lynch/ Citigroup/ Credit Suisse/ Wells Fargo Securities,19,19.15,18.24,-0.04
848,2015/5/5,OpGen ,OPGN,Maxim Group,6,5.3,4.85,-0.1917
849,2015/5/6,Adaptimmune Therapeutics PLC ,ADAP,BofA Merrill Lynch/ Cowen and Company/ Leerink Partners,17,19.25,16,-0.0588
850,2015/5/6,CoLucid Pharmaceuticals  ,CLCD,Piper Jaffray/ Stifel,10,7.8,8,-0.2
851,2015/5/6,HTG Molecular Diagnostics ,HTGM,Leerink Partners,14,14,13.77,-0.0164
852,2015/5/7,aTYR PHARMA ,LIFE,J.P. Morgan/ Citigroup,14,13.25,14.95,0.0679
853,2015/5/7,Collegium Pharmaceutical ,COLL,Jefferies/ Piper Jaffray,12,12,12.29,0.0242
854,2015/5/7,"Tallgrass Energy GP, LP ",TEGP,Citigroup/ Goldman Sachs,29,30.9,31.75,0.0948
855,2015/5/8,Bojangles ,BOJA,BofA Merrill Lynch/ Wells Fargo Securities/ Jefferies,19,26.55,23.75,0.25
856,2015/5/12,"EQT GP Holdings, LP ",EQGP,Barclays/ Goldman Sachs,27,32,32.96,0.2207
857,2015/5/13,Jaguar Animal Health  ,JAGX,Aegis Capital Corp,7,7,6.78,-0.0314
858,2015/5/14,Fenix Parts ,FENX,BMO Capital Markets/ Stifel,8,7.8,8.44,0.055
859,2015/5/15,Arcadia Biosciences  ,RKDA,Credit Suisse/ J.P. Morgan/ Piper Jaffray,8,7.49,7.3,-0.0875
860,2015/5/15,Fortress Transportation and Infrastructure Investors ,FTAI,Citigroup/ BofA Merrill Lynch/ Barclays/ Deutsche Bank Securities/ UBS Investment Bank,17,16,16.55,-0.0265
861,2015/5/19,Black Knight Financial Services ,BKFS,J.P. Morgan/ BofA Merrill Lynch/ Wells Fargo Securities,24.5,26.25,27.11,0.1065
862,2015/5/20,GP Investments Acquisition ,GPIAU,Citigroup,10,10.05,10.02,0.002
863,2015/5/21,PGA Holdings  ,PGND,Barclays/ Goldman Sachs/ William Blair,25,27.67,27.5,0.1
864,2015/5/21,Shopify ,SHOP,Morgan Stanley/ Credit Suisse/ RBC Capital Markets,17,28,25.68,0.5106
865,2015/6/4,"PennTex Midstream Partners, LP ",PTXP,"Citigroup/ Barclays/ RBC Capital Markets/ Tudor, Pickering, Holt",20,20.95,19.48,-0.026
866,2015/6/5,DAVIDsTEA ,DTEA,Goldman Sachs/ J.P. Morgan,19,25,27,0.4211
867,2015/6/5,EndoChoice (ECPM Holdings)  ,GI,J.P. Morgan/ BofA Merrill Lynch/ William Blair/ Stifel,15,14.5,17,0.1333
868,2015/6/5,Evolent Health  ,EVH,J.P. Morgan/ Goldman Sachs,17,18,18.86,0.1094
869,2015/6/11,Axovant Sciences ,AXON,Jefferies/ Evercore ISI/ RBC Capital Markets,15,20.93,29.9,0.9933
870,2015/6/11,Electrum Special Acquisition ,ELECU,Cantor Fitzgerald ,10,10.06,10.15,0.015
871,2015/6/11,People's Utah Bancorp ,PUB,D.A. Davidson & Co.,14.4,15.76,16.7,0.1597
872,2015/6/12,Wingstop  ,WING,Morgan Stanley/ Jefferies/ Baird,19,30.5,30.59,0.61
873,2015/6/15,Invuity ,IVTY,Piper Jaffray/ Leerink Partners/ Stifel,12,12.75,14.92,0.2433
874,2015/6/17,Nivalis Therapeutics  ,NVLS,Cowen and Company/ Stifel,14,16.5,14.92,0.0657
875,2015/6/18,Fitbit  ,FIT,Morgan Stanley/ Deutsche Bank Securities/ BofAMerrill Lynch,20,30.4,29.68,0.484
876,2015/6/18,Univar ,UNVR,Deutsche Bank Securities/ Goldman Sachs/ BofA Merrill Lynch,22,24.1,24.05,0.0932
877,2015/6/19,8point3 Energy Partners LP  ,CAFD,Goldman Sachs/ Citigroup/ Deutsche Bank Securities/ J.P. Morgan/ Credit Agricole CIB,21,20.8,20.49,-0.0243
878,2015/6/19,Fogo de Chão ,FOGO,Jefferies/ J.P. Morgan,20,25.24,25.75,0.2875
879,2015/6/19,MINDBODY ,MB,Morgan Stanley/ Credit Suisse/ UBS Securities,14,16.22,11.56,-0.1743
880,2015/6/24,Ritter Pharmaceuticals ,RTTR,Aegis Capital Corp,5,5,4.96,-0.008
881,2015/6/25,Catabasis Pharmaceuticals  (CATB),CATB,Citigroup/ Cowen and Company,12,12.74,13,0.0833
882,2015/6/25,Gener8 Maritime  ,GNRT,Citigroup/ UBS/ Jefferies/ Evercore ISI,14,12.75,13.1,-0.0643
883,2015/6/25,Glaukos ,GKOS,J.P. Morgan/ BofA Merrill Lynch/ Goldman Sachs,18,29.11,31.22,0.7344
884,2015/6/25,Lantheus Holdings ,LNTH,Credit Suisse/ Jefferies/ RBC Capital Markets/ Wells Fargo Securities,14,16.22,11.56,-0.1743
885,2015/6/25,Milacron Holdings  ,MCRN,BofA Merrill Lynch/ Barclays/ J.P. Morgan/ Baird/ Credit Suisse/ Goldman Sachs,20,19.5,19.58,-0.021
886,2015/6/25,TransUnion  ,TRU,Goldman Sachs/ J.P. Morgan/ BofA Merrill Lynch/ Deutsche Bank Securities/ RBC Capital Markets/ Wells Fargo Securities/ Credit Suisse,22.5,24.62,24.5,0.0889
887,2015/6/26,Alarm.com Holdings  ,ALRM,Goldman Sachs/ Credit Suisse/ BofA Merrill Lynch,14,16.05,16.88,0.2057
888,2015/6/26,AppFolio ,APPF,Morgan Stanley/ Credit Suisse,12,12.15,14.08,0.1733
889,2015/6/26,Green Plains Partners LP  ,GPP,Barclays/ BofA Merrill Lynch/ Credit Suisse/ Macquarie Capital/ RBC Capital Markets,15,15.23,15,0
890,2015/6/26,Seres Therapeutics  ,MCRB,Goldman Sachs/ BofA Merrill Lynch,18,31.36,51.4,1.8556
891,2015/6/26,Xactly  ,XTLY,J.P. Morgan/ Deutsche Bank Securities/ UBS Investment Bank,8,8,8.7,0.0875
892,2015/6/26,Yulong Eco-Materials ,YECO,Axiom Capital Management/ Northland Capital Markets/ ViewTrade Securities,6.25,6.25,6.17,-0.0128
893,2015/7/1,CNX Coal Resources LP  ,CNXC,BofA Merrill Lynch/ Wells Fargo Securities/ Jefferies / Scotia Howard Weil/ Citigroup/ Credit Suisse/ J.P. Morgan/ Evercore ISI / BB&T Capital Markets/ Goldman Sachs/ The Huntington Investment Company/ Stifel/ Nomura,15,15,15.41,0.0273
894,2015/7/1,ConforMIS  ,CFMS,J.P. Morgan/ Deutsche Bank Securities,15,18,19.25,0.2833
895,2015/7/1,Teladoc ,TDOC,J.P. Morgan/ Deutsche Bank Securities,19,29.9,28.5,0.5
896,2015/7/1,Unique Fabricating  ,UFAB,Roth Capital Partners/ Taglich Brothers,9.5,12.5,13.49,0.42
897,2015/7/2,Natera ,NTRA,Morgan Stanle/ Cowen and Company/ Piper Jaffray,18,22.1,22.74,0.2633
898,2015/7/16,Chiasma ,CHMA,Barclays/ Cowen and Company,16,20.99,20,0.25
899,2015/7/16,Jupai Holdings ,JP,Credit Suisse/ China Renaissance,10,10.41,11.08,0.108
900,2015/7/16,Ollie's Bargain Outlet Holdings ,OLLI,J.P. Morgan/ Jefferies/ BofA Merrill Lynch,16,21.27,21.15,0.3219
901,2015/7/16,ProNAi Therapeutics ,DNAI,Jefferies/ BofA Merrill Lynch,17,28.68,30.8,0.8118
902,2015/7/17,MCBC Holdings ,MCFT,Baird/ Raymond James/ Wells Fargo Securities,15,15.5,15.92,0.0613
903,2015/7/17,Ooma ,OOMA,Credit Suisse/ BofA Merrill Lynch,13,12.1,10.95,-0.1577
904,2015/7/17,Rapid7 ,RPD,Morgan Stanley/ Barclays,16,26.75,25.28,0.58
905,2015/7/22,Blue Buffalo Pet Products  ,BUFF,J.P. Morgan/ Citigroup,20,27,27.2,0.36
906,2015/7/23,Hennessy Capital Acquisition Corp II  ,HCACU,UBS Investment Bank/ Cantor Fitzgerald/ BMO Capital Markets,10,10,10,0
907,2015/7/23,Live Oak Bancshares ,LOB,"Sandler O’Neill & Partners, L.P",17,18.5,19.07,0.1218
908,2015/7/23,Neos Therapeutics ,NEOS,UBS Investment Bank/ BMO Capital Markets/ RBC Capital Markets,15,18.22,19.54,0.3027
909,2015/7/24,JM Global Holding ,WYIGU,Cantor Fitzgerald,10,10,10.06,0.006
910,2015/7/28,NantKwest ,NK,BofA Merrill Lynch/ Citigroup/ Jefferies/ Piper Jaffray,25,37,34.64,0.3856
911,2015/7/30,Easterly Acquisition   ,EACQU,Citigroup,10,10,9.99,-0.001
912,2015/7/30,Global Partner Acquisition ,GPACU,Deutsche Bank Securities,10,10.01,10.03,0.003
913,2015/7/30,vTv Therapeutics ,VTV,Piper Jaffray/ Stifel,15,14,10.89,-0.274
914,2015/7/31,TerraForm Global  ,GLBL,J.P. Morgan/ Barclays/ Citigroup/ Morgan Stanley,15,14,14,-0.0667
915,2015/7/31,Aqua Metals  ,AQMS,National Securities Corporation,5,6.5,5.35,0.07
916,2015/8/5,Amplify Snack Brands ,BETR,Goldman Sachs/ Jefferies/ Credit Suisse,18,17,16.14,-0.1033
917,2015/8/5,Sunrun ,RUN,Credit Suisse/ Goldman Sachs/ Morgan Stanley,14,13.06,10.77,-0.2307
918,2015/8/5,Zynerba Pharmeceuticals ,ZYNE,Jefferies/ Piper Jaffray,14,18,16.25,0.1607
919,2015/8/6,Aimmune Therapeutics ,AIMT,BofA Merrill Lynch/ Credit Suisse/ Piper Jaffray,16,17.5,24.1,0.5063
920,2015/8/6,Planet Fitness  ,PLNT,J.P. Morgan Securities Merrill Lynch/ Jefferies/ Credit Suisse Securities,16,14.5,16,0
921,2015/8/12,Global Blood Therapeutics ,GBT,Morgan Stanley/ Goldman Sachs,20,34.65,43.11,1.1555
922,2015/8/13,Conifer Holdings ,CNFR,BMO Capital Markets/ Raymond James,10.5,9.75,10.5,0
923,2015/8/13,E-compass Acquisition ,ECACU,Cantor Fitzgerald,10,10.05,10.04,0.004
924,2015/8/13,Houlihan Lokey ,HLI,BofA Merrill Lynch/ Goldman Sachs,21,22.11,22.4,0.0667
925,2015/8/14,Gores Holdings ,GRSHU,Deutsche Bank Securities,10,10.03,10.49,0.049
926,2015/9/11,Double Eagle Acquisition ,EAGLU,Deutsche Bank Securities/ BofA Merrill Lynch,10,10.01,10.05,0.005
927,2015/9/11,Pace Holdings  ,PACEU,Deutsche Bank Securities/ Citigroup,10,10.1,10.11,0.011
928,2015/9/17,REGENXBIO Inc.  ,RGNX,Morgan Stanley/ BofA Merrill Lynch/ Piper Jaffray,22,30.26,30.45,0.3841
929,2015/9/18,Nabriva Therapeutics AG ,NBRV,Leerink Partners/ RBC Capital Markets,10.25,11.39,13.24,0.2917
930,2015/9/18,Penumbra  ,PEN,J.P. Morgan/ BofA Merrill Lynch,30,40,41.3,0.3767
931,2015/9/22,Boulevard Acquisition Corp. II  ,BLVDU,Citigroup,10,10,9.96,-0.004
932,2015/10/1,Edge Therapeutics ,EDGE,Leerink Partners/ Credit Suisse,11,11.6,12.94,0.1764
933,2015/10/1,Mirna Therapeutics ,MIRN,Citigroup/ Leerink Partners,7,7.25,7.04,0.0057
934,2015/10/1,Performance Food Group  ,PFGC,Credit Suisse/ Barclays/ Wells Fargo Securities/ Morgan Stanley,19,19,19.2,0.0105
935,2015/10/1,Surgery Partners ,SGRY,BofA Merrill Lynch/ Goldman Sachs/ Jefferies,19,17.45,18.11,-0.0468
936,2015/10/2,NovoCure ,NVCR,J.P. Morgan/ Deutsche Bank Securities/ Evercore ISI/ Wells Fargo Securities,22,19.23,18.28,-0.1691
937,2015/10/7,Aclaris Therapeutics ,ACRS,Jefferies/ Citigroup,11,11.94,11.05,0.0045
938,2015/10/7,Pure Storage ,PSTG,Morgan Stanley/ Goldman Sachs/ Barclays/ Allen & Company/ BofA Merrill Lynch,17,16.74,16.01,-0.0582
939,2015/10/8,Allegiance Bancshares ,ABTX,Baird/ Stephens,21,22.31,23.12,0.101
940,2015/10/8,CytomX Therapeutics ,CTMX,BofA Merrill Lynch/ Jefferies/ Cowen and Company,12,15.6,12.9,0.075
941,2015/10/9,CPI Card Group ,PMTS,BMO Capital Markets/ Goldman Sachs/ CIBC,10,11,12.17,0.217
942,2015/10/14,Capitol Acquisition Corp. III ,CLACU,Citigroup/ Deutsche Bank Securities/ Credit Suisse,10,10,10,0
943,2015/10/14,Cerecor ,CERCU,Maxim Group LLC,6.5,6.59,6.4,-0.0154
944,2015/10/14,First Data   ,FDC,Citigroup/ Morgan Stanley/ BofA Merrill Lynch/ KKR/ Barclays/ Credit Suisse/ Deutsche Bank Securities/ Goldman Sachs/ HSBC/ Mizuho Securities/ PNC Capital Markets/ SunTrust Robinson Humphrey/ Wells Fargo Securities,16,16.39,15.75,-0.0156
945,2015/10/14,Pacific Special Acquisition ,PAACU,EarlyBirdCapital,10,10.02,10.03,0.003
946,2015/10/19,American Farmland ,AFCO,Deutsche Bank Securities/ Citigroup/ Raymond James/ RBC Capital Markets/ FBR,8,7,6.93,-0.1338
947,2015/10/21,Ferrari N.V. ,RACE,UBS Investment Bank/ BofA Merrill Lynch/ Santander,52,60,55,0.0577
948,2015/10/21,Multi Packaging Solutions International ,MPSX,BofA Merrill Lynch/ Barclays/ Citigroup,13,13.25,15.83,0.2177
949,2015/10/22,Dimension Therapeutics ,DMTX,Goldman Sachs/ Citigroup/ Wells Fargo Securities,13,12.6,10.8,-0.1692
950,2015/10/27,Adesto Technologies ,IOTS,Needham & Company/ Oppenheimer & Co.,5,5.6,5.9,0.18
951,2015/10/29,MyoKardia ,MYOK,Credit Suisse/ Cowen and Company,10,11.08,10.53,0.053
952,2015/11/11,Advanced Accelerator Applications S.A. ,AAAP,Citigroup/ Jefferies​ ​,16,18.5,24.5,0.5313
953,2015/11/11,Equity Bancshares ,EQBK,"Keefe, Bruyette & Woods (A Stifel Company)/ Stephens",22.5,24.25,23.89,0.0618
954,2015/11/11,Voyager Therapeutics ,VYGR,Cowen and Company/ Piper Jaffray,14,15.1,17.75,0.2679
955,2015/11/11,Wave Life Sciences Pte Ltd. ,WVE,Jefferies/ Leerink Partners,16,17.05,16,0
956,2015/11/13,Instructure ,INST,Morgan Stanley/ Goldman Sachs/ Jefferies,16,16,18,0.125
957,2015/11/13,Xtera Communications ,XCOM,Needham & Company/ Cowen and Company/ BMO Capital Markets,5,5.15,5,0
958,2015/11/18,Match Group ,MTCH,J.P. Morgan/ Allen & Company/ BofA Merrill Lynch,12,13.5,14.74,0.2283
959,2015/11/19,Axsome Therapeutics ,AXSM,Ladenburg Thalmann,9,9,9.07,0.0078
960,2015/11/19,Mimecast Ltd. ,MIME,Goldman Sachs/ Barclays/ Jefferies/ RBC Capital Markets,10,11,10.1,0.01
961,2015/11/19,Square,SQ,Goldman Sachs/ Morgan Stanley/ J.P. Morgan,9,11.2,13.07,0.4522
962,2015/11/20,Duluth Holdings ,DLTH,William Blair/ Baird/ Raymond James/ BMO Capital Markets,12,5.15,13.36,0.1133
963,2015/11/25,Andina Acquisition Corp. II ,ANDAU,"EarlyBirdCapital, Inc.",10,9.97,9.9,-0.01
964,2015/12/10,Atlassian Corporation Plc ,TEAM,Goldman Sachs/ Morgan Stanley,21,27.67,27.78,0.3229
965,2015/12/18,Yirendai Ltd. ,YRD,Morgan Stanley/ Credit Suisse/ China Renaissance,10,10,9.1,-0.09
966,2014/1/10,GlycoMimetics ,GLYC,Jefferies/ Barclays,8,10.4,9.01,0.1263
967,2014/1/15,"Cypress Energy Partners, L.P. ",CELP,Raymond James/ Baird/ Stifel,20,20,21.3,0.065
968,2014/1/16,American Capital Senior Floating ,ACSF,"Morgan Stanley/ Citigroup/ Deutsche Bank Securities/ Keefe, Bruyette & Woods (A Stifel Company)/ UBS Investment Bank",15,13.25,13.38,-0.108
969,2014/1/17,CHC Group Ltd. ,HELI,J.P. Morgan/ Barclays/ UBS Investment Bank,10,9.3,9.8,-0.02
970,2014/1/17,EP Energy  ,EPE,Credit Suisse/ J.P. Morgan/ Citigroup/ Goldman Sachs/ Morgan Stanley/ Deutsche Bank Securities/ UBS Investment Bank/ BMO Capital Markets/ RBC Capital Markets/ Wells Fargo Securities,20,19.9,18.08,-0.096
971,2014/1/17,Hennessy Capital Acquisition  (HCACU) (u),HCACU,Deutsche Bank Securities,10,10,10.02,0.002
972,2014/1/17,RSP Permian  ,RSPP,"Barclays/ J.P. Morgan/ Tudor, Pickering, Holt/ Raymond James/ RBC Capital Markets/ UBS Investment Bank",19.5,20.5,20.15,0.0333
973,2014/1/23,Santander Consumer USA Holdings  ,SC,Citigroup/ J.P. Morgan/BofA Merrill Lynch/ Deutsche Bank Securities/ Santander/ Barclays/ Goldman Sachs/ Morgan Stanley/ RBC Capital Markets/ BMO Capital Markets/ Credit Suisse/ UBS Investment Bank/ Wells Fargo Securities,24,25.75,25.28,0.0533
974,2014/1/24,Care.com ,CRCM,Morgan Stanley/ BofA Merrill Lynch/ J.P. Morgan,17,21.21,24.3,0.4294
975,2014/1/24,Rice Energy ,RICE,Barclays/ Citigroup/ Goldman Sachs/ Wells Fargo Securities/ BMO Capital Markets/ RBC Capital Markets,21,21.9,21.9,0.0429
976,2014/1/30,Celladon ,CLDN,Barclays,8,9.9,8.18,0.0225
977,2014/1/30,Dicerna Pharmaceuticals ,DRNA,Jefferies/ Leerink Swann/ Stifel,15,30,46,2.0667
978,2014/1/31,Cara Therapeutics ,CARA,Stifel/ Piper Jaffray,11,11.62,12.91,0.1736
979,2014/1/31,Intrawest Resorts Holdings ,SNOW,Goldman Sachs/ Deutsche Bank Securities/ BofA Merrill Lynch,12,11.13,11.9,-0.0083
980,2014/1/31,Malibu Boats ,MBUU,Raymond James/ Wells Fargo Securities,14,17.3,17.75,0.2679
981,2014/1/31,New Home Company (The) ,NWHM,Citigroup/ J.P. Morgan/ Credit Suisse,11,11.5,12.2,0.1091
982,2014/1/31,Trevena ,TRVN,Barclays/ Jefferies,7,7.11,6.5,-0.0714
983,2014/1/31,Ultragenyx Pharmaceutical ,RARE,J.P. Morgan/ Morgan Stanley,21,45.8,42.25,1.0119
984,2014/2/5,Auspex Pharmaceuticals  ,ASPX,Stifel/ BMO Capital Markets,11,14.49,15.66,0.4236
985,2014/2/5,Biocept  ,BIOC,Aegis Capital,10,10,9.4,-0.06
986,2014/2/5,Continental Building Products ,CBPX,Citigroup/ Credit Suisse/ Barclays/ Deutsche Bank Securities/ RBC Capital Markets,14,14.66,15.19,0.085
987,2014/2/5,Genocea Biosciences ,GNCA,Citigroup/ Cowen and Company,12,11.73,11,-0.0833
988,2014/2/5,uniQure B.V.   ,QURE,Jefferies/ Leerink Swann,17,17,14.61,-0.1406
989,2014/2/6,CM Finance ,CMFN,"Raymond James/ Keefe, Bruyette & Woods (A Stifel Company)/ Oppenheimer",15,15.3,15.81,0.054
990,2014/2/6,Egalet   ,EGLT,Stifel/ JMP Securities,12,12.5,12,0
991,2014/2/6,Eleven Biotherapeutics ,EBIO,Citigroup/ Cowen and Company/ Leerink Swann,10,10.38,10.85,0.085
992,2014/2/6,Ladder Capital ,LADR,Deutsche Bank Securities/ Citigroup/ Wells Fargo Securities/ BofA Merrill Lynch/ J.P. Morgan,17,16.5,16.99,-0.0006
993,2014/2/6,Revance Therapeutics ,RVNC,Cowen and Company/ Piper Jaffray,16,21,26.85,0.6781
994,2014/2/7,Argos Therapeutics  ,ARGS,Piper Jaffray/ Stifel/ JMP Securities,8,9,8,0
995,2014/2/11,NephroGenex ,NRX,Aegis Capital Corp,12,12.12,11.54,-0.0383
996,2014/2/12,Eagle Pharmaceuticals  ,EGRX,Piper Jaffray/ William Blair,15,15.5,12.83,-0.1447
997,2014/2/12,Flexion Therapeutics ,FLXN,BMO Capital Markets/ Wells Fargo Securities,13,16,14.71,0.1315
998,2014/2/12,Talmer Bancorp ,TLMR,"Keefe, Bruyette & Woods (A Stifel Company )/ J.P.Morgan",13,13.75,13.8,0.0615
999,2014/2/13,Amedica  ,AMDA,JMP Securities,5.75,6.16,5.39,-0.0626
1000,2014/2/13,Boulevard Acquisition  ,BLVDU,Citigroup,10,10.5,10,0
1001,2014/2/13,Concert Pharmaceuticals  ,CNCE,UBS Investment Bank/ Wells Fargo Securities,14,15.75,14.18,0.0129
1002,2014/2/13,Installed Building Products ,IBP,Deutsche Bank Securities/ UBS Investment Bank,11,12.3,12.8,0.1636
1003,2014/2/14,Inogen ,INGN,J.P. Morgan/ Leerink Swann,16,16,15.15,-0.0531
1004,2014/2/21,Semler Scientific ,SMLR,Aegis Capital Corp,7,6,6.99,-0.0014
1005,2014/2/27,Lumenis Ltd.,LMNS,Goldman Sachs/ Credit Suisse/ Jefferies,12,12.5,12.15,0.0125
1006,2014/2/28,Varonis Systems ,VRNS,Morgan Stanley/ Barclays Capital/ Jefferies,22,39,44,1
1007,2014/3/6,TriplePoint Venture Growth BDC ,TPVG,Morgan Stanley/ Wells Fargo Securities/ Goldman Sachs/ Credit Suisse/ UBS Investment Bank,15,15,15.65,0.0433
1008,2014/3/7,Aquinox Pharmaceuticals  ,AQXP,Jefferies/ Cowen and Company,11,11.8,11.95,0.0864
1009,2014/3/7,COUPONS.com ,COUP,Goldman Sachs/ Allen & Company/ BofA Merrill Lynch/ RBC Capital Markets,16,27.15,30,0.875
1010,2014/3/7,Recro Pharma  ,REPH,Aegis Capital Corp,8,8.53,8.3,0.0375
1011,2014/3/12,Achaogen ,AKAO,Credit Suisse/ Cowen and Company,12,12.85,14.3,0.1917
1012,2014/3/13,Dipexium Pharmaceuticals  ,DPRX,Oppenheimer & Co.,12,14.6,14.4,0.2
1013,2014/3/13,Galmed Pharmaceuticals ,GLMD,Maxim Group LLC,13.5,17,14.31,0.06
1014,2014/3/13,Castlight Health   ,CSLT,Goldman Sachs/ Morgan Stanley,16,37.5,39.8,1.4875
1015,2014/3/19,Paylocity Holding  ,PCTY,Deutsche Bank Securities/ BofA Merrill Lynch/ William Blair,17,31,24.04,0.4141
1016,2014/3/20,Akebia Therapeutics ,AKBA,Morgan Stanley/ Credit Suisse/ UBS Investment Bank,17,22.9,26.69,0.57
1017,2014/3/20,MediWound Ltd.   ,MDWD,Credit Suisse/ Jefferies/ BMO Capital Markets,14,16,17.27,0.2336
1018,2014/3/20,Q2 Holdings ,QTWO,J.P. Morgan/ Stifel,13,16.25,15.17,0.1669
1019,2014/3/21,A10 Networks ,ATEN,Morgan Stanley/ BofA Merrill Lynch/ J.P. Morgan Securities/ RBC Capital Markets,15,13.75,16.21,0.0807
1020,2014/3/21,Amber Road ,AMBR,Stifel,13,17.5,17,0.3077
1021,2014/3/21,Borderfree ,BRDR,Credit Suisse/ RBC Capital Markets/ Pacific Crest Securities,16,21,20,0.25
1022,2014/3/21,Ruthigen ,RTGN,Dawson James Securities,7.25,8.32,7.25,0
1023,2014/3/21,TPG Specialty Lending  ,TSLX,J.P. Morgan/ BofA Merrill Lynch/ Goldman Sachs/ Citigroup/ Wells Fargo Securities/ Barclays,16,16.05,16,0
1024,2014/3/21,Versartis  ,VSAR,Morgan Stanley/ Citigroup,21,28,31.37,0.4938
1025,2014/3/26,King Digital Entertainment plc   (KING),KING,J.P. Morgan/ Credit Suisse/ BofA Merrill Lynch/ Barclays/ Deutsche Bank/ RBC Capital Markets,22.5,20.5,19,-0.1556
1026,2014/3/26,Nord Anglia Education ,NORD,Credit Suisse/ Goldman Sachs/ J.P. Morgan,16,17.5,18,0.125
1027,2014/3/27,Applied Genetic Technologies ,AGTC,BMO Capital Markets/ Wedbush PacGrow Life Sciences,12,12.75,14.76,0.23
1028,2014/3/27,Square 1 Financial  ,SQBK,"Sandler ONeill & Partners/ Keefe, Bruyette & Woods (A Stifel Company)",18,20,20.6,0.1444
1029,2014/3/27,TriNet Group   ,TNET,J.P. Morgan/ Morgan Stanley/ Deutsche Bank Securities,16,18.5,19.1,0.1938
1030,2014/3/28,"2U, Inc. ",TWOU,Goldman Sachs/ Credit Suisse,13,13,13.98,0.0754
1031,2014/3/28,Aerohive Networks ,HIVE,Goldman Sachs/ BofA Merrill Lynch,10,8.95,10,0
1032,2014/3/28,Bluerock Residential Growth REIT ,BRG,Wunderlich Securities,14.5,14.58,14.55,0.0034
1033,2014/3/28,CBS Outdoor Americas   ,CSBSO,Goldman Sachs/ BofA Merrill Lynch/ J.P. Morgan/ Morgan Stanley,28,30.1,29.5,0.0536
1034,2014/3/28,Energous ,WATT,"MDB Capital Group, LLC",6,9.5,10.58,0.7633
1035,2014/3/28,Everyday Health  ,EVDY,J.P. Morgan/ Credit Suisse/ Citigroup,14,14.5,13.5,-0.0357
1036,2014/4/1,1347 Property Insurance Holdings ,PIH,Aegis Capital Corp,8,8,7.95,-0.0062
1037,2014/4/2,Rubicon Project (The) ,RUBI,"Morgan Stanley/ Goldman Sachs/ RBC Capital Markets, LLC",15,17.5,20.09,0.3393
1038,2014/4/3,Corium International ,CORI,Jefferies/ Leerink Partners,8,8.26,8,0
1039,2014/4/3,Tarena International,TEDU,Goldman Sachs (Asia)/ Credit Suisse,9,9.86,9.06,0.0067
1040,2014/4/4,Five9 ,FIVN,J.P. Morgan/ Barclays/ BofA Merrill Lynch,7,7.95,7.64,0.0914
1041,2014/4/4,Grubhub   ,GRUB,Citigroup/ Morgan Stanley,26,40,34,0.3077
1042,2014/4/4,IMS Health Holdings  ,IMS,J.P. Morgan/ Goldman Sachs/ Morgan Stanley,20,22.18,23,0.15
1043,2014/4/4,Opower ,OPWR,Morgan Stanley/ Goldman Sachs,19,25,23,0.2105
1044,2014/4/9,iKang Healthcare Group ,KANG,BofA Merrill Lynch/ UBS Investment Bank,14,16.5,15.2,0.0857
1045,2014/4/9,La Quinta Holdings  ,LQ,J.P. Morgan/ Morgan Stanley/ BofA Merrill Lynch/ Citigroup/ Credit Suisse/ Deutsche Bank Securities/ Goldman Sachs/ Wells Fargo Securities,17,16.5,17.12,0.0071
1046,2014/4/10,Adamas Pharmaceuticals ,ADMS,Credit Suisse/ Piper Jaffray,16,16.89,14.01,-0.1244
1047,2014/4/10,Ally Financial ,ALLY,"Citigroup/ Goldman, Sachs/ Morgan Stanley/ Barclays/ Deutsche Bank Securities",25,24.25,23.98,-0.0408
1048,2014/4/10,Cerulean Pharma  ,CERU,Leerink Partners,7,7.1,6.85,-0.0214
1049,2014/4/11,Committed Capital Acquisition Corporation II  ,CCAQU,Broadband Capital Management LLC,5,5.05,5.05,0.01
1050,2014/4/11,"Enable Midstream Partners, LP ",ENBL,Morgan Stanley/ Barclays/ Goldman Sachs,20,21.5,22.2,0.11
1051,2014/4/11,Farmland Partners   ,FPI,"Baird, BMO Capital Markets, Janney Montgomery Scott",14,13.75,12.98,-0.0729
1052,2014/4/11,Phibro Animal Health ,PAHC,BofA Merrill Lynch/ Morgan Stanley/ Barclays,15,16.31,17,0.1333
1053,2014/4/11,Zoe's Kitchen  ,ZOES,Jefferies/ Piper Jaffray/ Baird,15,25.65,24.72,0.648
1054,2014/4/15,City Office REIT  ,CIO,Janney Montgomery Scott/ Wunderlich Securities/ Oppenheimer,12.5,12.5,12.4,-0.008
1055,2014/4/15,Paycom Software ,PAYC,Barclays/ J.P. Morgan,15,17.9,15.35,0.0233
